,IAGG,IEFA,IEMG,IJH,IJR,IMTB,ISTB,IVV,USRT
2018-10-12,51.83,60.11,48.59,186.46,79.31,47.38,48.8,278.03,45.79
2018-10-15,51.8199,60.02,48.105,187.28,79.69,47.39,48.815,276.51,45.9533
2018-10-16,51.84,61.05,49.3,191.25,81.84,47.43,48.8,282.38,46.83
2018-10-17,51.94,60.665,48.69,190.76,81.44,47.2736,48.785,282.5,46.71
2018-10-18,52.0,59.73,47.48,187.97,79.86,47.25,48.78,278.53,46.66
2018-10-19,52.0,60.03,47.94,186.73,79.1,47.3,48.7667,278.25,46.97
2018-10-22,52.005,59.69,48.37,185.75,79.03,47.17,48.76,277.11,46.3
2018-10-23,52.07,59.125,47.87,183.92,78.42,47.38,48.77,275.56,46.52
2018-10-24,52.09,57.47,46.36,178.31,75.66,47.3532,48.84,267.16,47.02
2018-10-25,52.15,58.15,47.18,180.98,77.3,47.4139,48.84,272.16,47.638
2018-10-26,52.29,57.72,46.68,178.95,76.57,47.4211,48.9,267.24,46.62
2018-10-29,52.35,57.56,45.86,178.26,76.36,47.3601,48.84,265.72,47.1507
2018-10-30,52.31,58.235,46.72,181.42,78.12,47.408,48.84,269.81,47.59
2018-10-31,52.26,58.73,47.25,182.09,78.01,47.2853,48.82,272.75,46.97
2018-11-01,52.1,59.52,48.895,185.65,79.55,47.129,48.71,275.51,47.22
2018-11-02,52.11,59.65,49.2,185.85,80.02,47.03,48.67,273.83,46.66
2018-11-05,52.1,59.59,49.36,186.69,80.09,47.1039,48.66,275.45,47.44
2018-11-06,52.08,59.85,49.23,187.81,80.57,46.9699,48.65,277.17,47.68
2018-11-07,52.09,60.66,50.13,190.64,81.55,47.0601,48.66,283.03,48.31
2018-11-08,52.09,60.05,48.92,189.89,81.38,46.97,48.64,282.54,48.35
2018-11-09,52.07,59.67,48.02,187.87,79.98,47.03,48.67,279.94,48.39
2018-11-12,52.19,58.59,47.365,184.88,78.52,47.035,48.71,274.52,48.4
2018-11-13,52.155,58.83,47.91,184.97,78.34,47.1083,48.71,274.08,48.43
2018-11-14,52.18,58.86,48.19,183.85,77.8,47.09,48.75,272.16,48.2747
2018-11-15,52.125,59.05,49.23,186.09,78.88,47.2417,48.74,275.11,47.87
2018-11-16,52.19,59.1,49.35,186.19,79.09,47.2581,48.82,275.73,48.43
2018-11-19,52.2,58.57,48.7,183.69,77.8,47.28,48.77,271.14,48.46
2018-11-20,52.11,57.49,47.71,180.53,76.3174,47.343,48.79,266.09,48.15
2018-11-21,52.07,58.3,48.55,182.51,77.07,47.15,48.79,267.04,48.14
2018-11-23,52.24,57.96,48.0,182.2,77.01,47.27,48.79,265.28,48.04
2018-11-26,52.18,58.85,48.59,184.58,77.82,47.32,48.8,269.43,48.06
2018-11-27,52.23,58.65,48.87,183.09,77.22,47.2377,48.78,270.33,48.29
2018-11-28,52.23,59.48,50.03,186.76,79.09,47.3208,48.87,276.57,48.74
2018-11-29,52.31,59.18,49.64,186.54,78.7,47.4133,48.86,276.0,48.76
2018-11-30,52.35,58.98,49.52,187.72,79.29,47.375,48.85,277.85,49.21
2018-12-03,52.25,59.75,50.56,189.39,79.76,47.2957,48.76,281.34,49.5403
2018-12-04,52.35,58.14,49.54,182.55,76.18,47.6,48.77,272.6,48.73
2018-12-06,52.4,57.61,49.09,181.63,75.91,47.6519,48.78,271.96,50.02
2018-12-07,52.48,57.04,48.14,177.91,74.47,47.6314,48.87,265.57,49.4
2018-12-10,52.505,56.53,47.675,176.82,73.97,47.67,48.84,266.0,49.06
2018-12-11,52.52,56.71,48.01,176.26,73.92,47.57,48.85,266.06,49.07
2018-12-12,52.41,57.545,48.76,177.62,74.64,47.6672,48.89,267.49,48.14
2018-12-13,52.47,57.43,48.82,175.86,73.5199,47.59,48.93,267.36,48.46
2018-12-14,52.56,56.65,48.135,173.35,72.36,47.7091,48.94,262.42,48.39
2018-12-17,52.55,56.19,47.69,169.02,70.36,47.75,48.97,255.56,46.29
2018-12-18,52.01,55.49,47.17,169.06,70.45,47.75,48.93,255.54,46.72
2018-12-19,52.05,54.91,46.4,166.14,68.93,47.85,48.91,251.54,46.13
2018-12-20,52.05,54.6666,46.83,164.06,67.96,47.6961,48.875,247.58,45.48
2018-12-21,52.05,53.68,46.39,160.76,66.38,47.7106,48.79,242.43,44.96
2018-12-24,52.0551,53.025,46.02,156.43,65.11,47.7626,48.845,236.14,43.1161
2018-12-26,52.0,54.35,46.93,163.55,68.19,47.65,48.84,247.69,44.55
2018-12-27,52.12,54.485,46.909,164.44,68.56,47.6905,48.97,249.87,44.565
2018-12-28,52.171,54.8785,47.255,164.18,68.878,47.7,49.03,249.155,44.78
2018-12-31,52.21,54.8531,47.0417,165.52,69.16,48.0,49.0601,250.01,44.77
2019-01-02,52.2401,54.765,47.25,165.19,69.49,48.09,49.105,251.38,43.75
2019-01-03,52.33,54.435,46.47,163.06,68.395,48.2562,49.205,245.9,44.08
2019-01-04,52.175,56.13,47.9,168.12,70.72,48.1299,49.185,253.9,44.6028
2019-01-07,52.09,56.375,47.97,170.09,71.81,48.19,49.1501,255.91,45.0
2019-01-08,52.05,56.775,48.09,172.86,72.8334,48.17,49.145,258.19,46.05
2019-01-09,52.1,57.335,48.94,174.44,73.53,48.2123,49.15,259.2207,46.03
2019-01-10,52.0601,57.575,49.265,175.8862,73.86,48.1909,49.1621,260.5,46.74
2019-01-11,52.12,57.17,48.99,176.0901,74.015,48.3199,49.21,260.32,46.78
2019-01-14,52.1401,56.915,48.64,175.1,73.43,48.25,49.2262,259.24,46.67
2019-01-15,52.23,57.155,48.96,176.08,73.829,48.3431,49.25,261.7793,47.11
2019-01-16,52.24,57.285,49.525,177.32,74.41,48.31,49.2458,262.48,47.48
2019-01-17,52.23,57.495,49.72,179.03,75.06,48.21,49.2319,264.43,47.6388
2019-01-18,52.2201,58.125,50.0,181.32,75.8321,48.2908,49.23,267.76,47.76
2019-01-22,52.25,57.26,49.06,178.338,74.47,48.3041,49.245,263.54,47.56
2019-01-23,52.3391,57.47,49.5801,178.34,74.405,48.2837,49.26,264.66,47.57
2019-01-24,52.435,57.62,50.06,179.77,74.9599,48.435,49.2884,265.3016,47.75
2019-01-25,52.4657,58.22,50.71,181.59,75.78,48.34,49.3057,267.29,48.305
2019-01-28,52.42,57.985,50.22,181.38,75.27,48.39,49.3002,265.2028,48.7999
2019-01-29,52.44,58.127,50.24,181.46,75.3101,48.53,49.325,264.87,49.25
2019-01-30,52.5,58.69,51.29,182.48,75.98,48.4901,49.4,269.1,49.68
2019-01-31,52.585,58.73,51.715,183.37,76.75,48.7598,49.4951,271.84,50.15
2019-02-01,52.41,58.665,51.335,184.01,76.68,48.575,49.3568,271.7,49.78
2019-02-04,52.37,58.895,51.44,185.51,77.58,48.45,49.33,273.4,50.23
2019-02-05,52.42,59.35,52.1101,186.37,77.64,48.545,49.345,274.78,50.44
2019-02-06,52.44,59.025,51.435,186.12,77.535,48.569,49.3464,274.37,50.1931
2019-02-07,52.46,58.255,50.955,185.2,76.8199,48.5583,49.4025,271.5797,50.64
2019-02-08,52.54,58.04,50.665,184.98,76.76,48.5702,49.451,271.72,50.658
2019-02-11,52.565,57.975,50.54,186.33,77.4497,48.645,49.4133,272.29,50.82
2019-02-12,52.52,58.705,50.9426,188.33,78.47,48.61,49.435,275.76,50.37
2019-02-13,52.5451,58.775,50.625,189.27,78.83,48.68,49.4051,276.675,50.66
2019-02-14,52.5901,58.735,50.72,189.28,79.03,48.6017,49.445,276.19,50.8
2019-02-15,52.61,59.56,50.5799,191.2901,80.0801,48.625,49.44,278.97,51.07
2019-02-20,52.6,60.03,51.32,192.55,81.18,48.7101,49.46,280.13,50.8
2019-02-21,52.57,59.88,51.19,191.91,80.81,48.6065,49.44,279.16,50.861
2019-02-22,52.65,60.1029,51.77,193.36,81.16,48.745,49.51,280.85,51.19
2019-02-25,52.75,60.28,52.29,193.39,80.98,48.72,49.5,281.27,50.83
2019-02-26,52.74,60.6,52.14,191.74,80.22,48.7,49.57,281.06,50.71
2019-02-27,52.61,60.34,51.72,191.96,80.295,48.7,49.52,280.93,50.36
2019-02-28,52.635,60.23,51.11,191.14,80.03,48.6399,49.5,280.29,50.52
2019-03-01,52.44,60.62,51.09,192.63,80.49,48.3982,49.35,282.23,50.25
2019-03-04,52.47,60.39,51.195,191.73,79.66,48.5,49.375,281.16,50.45
2019-03-05,52.555,60.46,51.7,190.98,79.32,48.52,49.37,280.8,50.63
2019-03-06,52.68,60.3,51.46,188.33,77.76,48.65,49.42,278.99,50.35
2019-03-07,52.86,59.4699,50.51,186.74,76.96,48.725,49.45,276.76,50.23
2019-03-08,52.86,59.44,50.21,186.22,76.88,48.725,49.48,276.2,50.26
2019-03-11,52.84,59.985,51.12,188.74,78.105,48.8399,49.5,280.21,50.96
2019-03-12,52.91,59.98,51.4,189.03,77.98,48.86,49.54,281.19,51.21
2019-03-13,52.87,60.46,51.45,189.8,78.29,48.89,49.555,283.11,51.38
2019-03-14,52.87,60.46,51.2,189.57,77.95,48.93,49.54,282.97,51.52
2019-03-15,52.88,61.06,51.93,189.765,77.97,48.862,49.585,284.36,51.25
2019-03-18,53.0,61.315,52.46,191.22,78.59,48.89,49.585,285.41,50.92
2019-03-19,52.95,61.45,52.45,190.23,78.01,48.865,49.58,285.54,50.69
2019-03-20,53.09,61.44,52.54,187.9,77.16,49.025,49.7,283.39,50.45
2019-03-21,53.16,61.46,52.65,190.52,78.18,49.175,49.68,286.57,51.38
2019-03-22,53.34,60.26,51.08,185.04,75.3275,49.22,49.8,281.15,51.07
2019-03-25,53.37,60.29,51.24,185.45,75.69,49.325,49.86,280.95,51.0716
2019-03-26,53.395,60.65,51.38,187.28,76.4,49.3649,49.87,282.95,51.62
2019-03-27,53.46,60.61,50.83,187.14,76.38,49.39,49.918,281.58,51.47
2019-03-28,53.49,60.515,51.2,188.71,77.1,49.5042,49.89,282.68,51.93
2019-03-29,53.455,60.73,51.71,189.4,77.15,49.385,49.87,284.54,51.74
2019-04-01,53.17,61.52,52.53,191.98,78.09,49.17,49.69,287.84,51.85
2019-04-02,53.17,61.56,52.34,191.21,77.68,49.1101,49.7155,287.91,52.13
2019-04-03,53.04,62.055,52.71,192.2,78.02,49.0981,49.7,288.44,52.08
2019-04-04,53.15,61.92,53.03,193.22,78.64,49.155,49.7,289.13,52.02
2019-04-05,53.135,62.04,53.39,194.68,79.35,49.19,49.7133,290.46,52.3
2019-04-08,53.11,62.07,53.375,194.69,79.29,49.17,49.685,290.78,51.98
2019-04-09,53.19,61.7,53.32,192.55,78.31,49.21,49.73,289.25,51.64
2019-04-10,53.26,61.93,53.58,194.27,79.49,49.2637,49.77,290.22,52.18
2019-04-11,53.245,61.84,53.02,194.84,79.33,49.2512,49.73,290.2,52.135
2019-04-12,53.1,62.27,53.36,196.34,79.7,49.13,49.67,292.16,52.3914
2019-04-15,53.06,62.325,53.1601,196.02,79.3612,49.21,49.68,291.93,52.15
2019-04-16,53.02,62.41,53.54,196.17,79.7,49.07,49.61,292.16,50.91
2019-04-17,53.0,62.55,53.69,194.68,79.29,49.0301,49.65,291.41,50.41
2019-04-18,53.15,62.46,53.61,195.14,79.04,49.14,49.67,291.97,50.88
2019-04-22,53.09,62.4,53.305,194.48,78.66,49.11,49.67,292.29,50.21
2019-04-23,53.1,62.525,53.43,196.88,79.81,49.16,49.74,294.82,50.9
2019-04-24,53.3,62.06,52.67,197.57,80.0499,49.21,49.78,294.21,51.39
2019-04-25,53.2234,62.015,52.62,195.2722,79.24,49.215,49.77,294.04,51.35
2019-04-26,53.3,62.24,52.82,197.16,79.94,49.34,49.83,295.46,51.68
2019-04-29,53.24,62.505,52.89,197.27,80.31,49.3,49.81,295.79,51.14
2019-04-30,53.39,62.55,52.84,196.9,80.11,49.2999,49.81,295.94,51.65
2019-05-01,53.08,62.19,52.47,194.68,79.41,49.2,49.68,293.8,51.77
2019-05-02,53.05,62.07,52.58,195.19,79.66,49.125,49.64,293.26,51.88
2019-05-03,53.11,62.74,53.235,198.0,81.27,49.2699,49.68,296.01,52.39
2019-05-06,53.125,62.07,52.14,197.63,81.33,49.18,49.72,294.86,52.2
2019-05-07,53.18,61.01,51.11,193.72,79.86,49.2601,49.7,289.98,51.2
2019-05-08,53.18,61.09,51.09,193.16,79.24,49.26,49.7,289.52,51.13
2019-05-09,53.21,60.73,50.25,192.63,79.11,49.2074,49.76,288.73,51.34
2019-05-10,53.1516,61.195,50.55,193.33,79.32,49.345,49.775,290.0,51.88
2019-05-13,53.165,59.76,48.88,187.63,76.86,49.332,49.8,282.86,51.84
2019-05-14,53.085,60.345,49.52,189.55,77.665,49.34,49.79,285.24,52.02
2019-05-15,53.16,60.6,49.64,190.02,77.78,49.51,49.8328,287.0,52.36
2019-05-16,53.22,61.03,49.4,191.21,78.1,49.41,49.8,289.56,52.65
2019-05-17,53.27,60.65,48.54,188.99,76.85,49.35,49.84,287.85,52.56
2019-05-20,53.2664,60.37,48.33,187.59,76.34,49.405,49.77,285.93,51.88
2019-05-21,53.22,60.795,48.96,190.1,77.29,49.38,49.79,288.45,52.39
2019-05-22,53.258,60.54,48.7599,188.55,76.53,49.375,49.805,287.59,52.48
2019-05-23,53.36,59.96,48.11,185.42,74.77,49.535,49.88,284.18,52.55
2019-05-24,53.43,60.62,48.18,186.42,75.44,49.52,49.89,284.72,52.69
2019-05-28,53.54,60.045,48.3,184.4,74.96,49.59,49.93,282.08,52.14
2019-05-29,53.56,59.645,48.65,183.27,74.38,49.55,49.98,280.24,51.41
2019-05-30,53.71,59.91,48.945,183.0,74.13,49.69,50.02,280.9,51.49
2019-05-31,53.75,59.37,49.13,181.14,73.14,49.788,50.13,277.23,51.7
2019-06-04,53.65,60.36,49.6,187.03,75.57,49.765,50.04,282.42,51.53
2019-06-05,53.82,60.34,49.26,187.66,75.37,49.78,50.1,284.83,52.66
2019-06-06,53.795,60.565,49.31,188.44,75.17,49.73,50.0901,286.71,52.71
2019-06-07,54.03,61.32,49.68,189.39,75.69,49.97,50.18,289.63,52.9
2019-06-10,53.935,61.49,50.2,190.44,76.25,49.8517,50.115,290.94,52.71
2019-06-11,53.95,61.79,50.7,190.58,76.07,49.8299,50.12,290.91,52.82
2019-06-12,53.94,61.31,50.17,190.37,75.91,49.93,50.15,290.33,52.96
2019-06-13,54.03,61.34,50.14,191.61,76.79,50.005,50.23,291.65,53.27
2019-06-14,54.0819,60.91,49.55,190.31,76.06,49.96,50.24,291.22,53.29
2019-06-17,54.03,59.68,49.2,189.54,75.88,50.01,50.205,289.68,53.48
2019-06-18,54.385,60.43,50.385,191.61,76.84,50.04,50.25,292.5,53.258
2019-06-19,54.36,60.835,50.74,192.24,77.05,50.24,50.39,293.3,53.6099
2019-06-20,54.4,61.395,51.495,193.44,77.58,50.3,50.41,296.1,53.84
2019-06-21,54.335,61.135,51.28,192.25,76.93,50.215,50.35,295.77,53.13
2019-06-24,54.4,61.24,51.28,190.75,76.09,50.27,50.41,295.32,52.78
2019-06-25,54.47,60.9,50.76,189.69,75.72,50.32,50.46,292.45,52.13
2019-06-26,54.35,60.94,51.255,189.39,75.77,50.3,50.355,292.12,51.06
2019-06-27,54.4,61.12,51.56,191.82,77.25,50.338,50.39,293.21,51.66
2019-06-28,54.48,61.44,51.47,194.29,78.28,50.31,50.41,294.74,51.96
2019-07-01,54.42,61.8,52.13,194.85,78.49,50.18,50.305,297.3,51.86
2019-07-02,54.53,61.98,52.01,194.26,77.95,50.285,50.34,298.17,52.78
2019-07-03,54.65,62.42,51.89,195.99,78.44,50.32,50.325,300.47,53.45
2019-07-05,54.59,61.94,51.53,196.19,78.77,50.165,50.24,300.08,53.22
2019-07-08,54.57,61.6,51.25,194.35,77.94,50.1021,50.2157,298.55,53.46
2019-07-09,54.555,61.27,51.075,194.39,77.85,50.16,50.185,299.0,53.7
2019-07-10,54.42,61.485,51.54,194.23,78.01,50.21,50.26,300.34,54.01
2019-07-11,54.32,61.51,51.46,193.8,77.63,50.096,50.21,301.02,53.28
2019-07-12,54.23,61.59,51.47,195.78,78.3,50.12,50.25,302.44,53.19
2019-07-15,54.36,61.6569,51.69,194.79,77.83,50.16,50.25,302.5,53.1273
2019-07-16,54.4,61.39,51.56,194.89,77.91,50.05,50.235,301.46,53.04
2019-07-17,54.5362,61.31,51.39,193.38,77.33,50.155,50.285,299.5,52.88
2019-07-18,54.71,61.48,51.79,194.09,77.48,50.23,50.38,300.58,52.98
2019-07-19,54.725,61.34,51.48,193.41,77.27,50.29,50.33,298.83,52.02
2019-07-22,54.78,61.42,51.51,193.34,77.16,50.3321,50.329,299.62,51.92
2019-07-23,54.87,61.8,51.51,195.38,77.87,50.36,50.32,301.73,52.53
2019-07-24,54.93,61.825,51.55,198.2,79.2,50.38,50.35,303.14,52.6
2019-07-25,54.92,61.215,51.16,196.24,78.35,50.3,50.31,301.72,52.24
2019-07-26,54.98,61.35,51.24,198.14,79.16,50.36,50.33,303.77,52.42
2019-07-29,54.98,61.405,51.12,197.23,78.75,50.34,50.33,303.23,52.65
2019-07-30,54.97,60.7,50.73,198.52,79.61,50.36,50.33,302.54,52.93
2019-07-31,55.12,60.39,50.16,196.28,79.2,50.46,50.314,299.22,52.63
2019-08-01,55.04,60.12,49.2,193.2,78.0,50.47,50.39,296.53,52.64
2019-08-02,55.17,59.66,48.71,191.24,77.12,50.5,50.37,294.47,52.85
2019-08-05,55.29,58.18,46.925,185.86,74.95,50.6,50.48,285.68,51.8
2019-08-06,55.295,58.56,47.58,188.16,75.79,50.65,50.5,289.43,52.31
2019-08-07,55.53,58.82,47.8,188.56,75.89,50.64,50.487,289.68,52.9
2019-08-08,55.4004,59.41,48.445,192.53,77.54,50.56,50.47,295.24,53.71
2019-08-09,55.4,58.96,47.99,189.97,76.55,50.62,50.47,293.31,53.67
2019-08-12,55.51,58.45,47.33,187.16,75.71,50.6201,50.46,289.7,53.52
2019-08-13,55.59,59.025,47.91,189.3,76.49,50.615,50.41,294.15,53.54
2019-08-14,55.76,57.41,46.58,183.74,74.27,50.69,50.43,285.55,52.82
2019-08-15,56.12,57.6,46.91,183.48,73.99,50.815,50.54,286.32,53.305
2019-08-16,55.99,58.29,47.55,187.4,75.63,50.77,50.555,290.55,53.87
2019-08-19,55.8,58.62,47.705,189.14,76.435,50.7581,50.5,294.01,54.31
2019-08-20,55.88,58.44,47.82,187.62,75.76,50.87,50.54,291.75,53.77
2019-08-21,55.88,58.89,48.26,188.63,76.39,50.85,50.55,294.17,53.93
2019-08-22,55.73,58.79,47.64,188.87,76.14,50.815,50.5,294.06,54.24
2019-08-23,55.81,58.08,46.975,183.74,73.82,50.8542,50.6149,286.43,53.45
2019-08-26,55.76,58.55,47.19,185.29,74.57,50.93,50.59,289.6495,53.87
2019-08-27,56.005,58.515,47.26,183.2,73.62,50.9896,50.63,288.51,53.68
2019-08-28,56.11,58.5,47.4,184.99,74.52,51.06,50.66,290.51,53.82
2019-08-29,56.09,59.0,47.92,187.86,75.73,50.9811,50.62,294.28,54.31
2019-08-30,56.1,59.27,48.28,188.19,75.58,51.1,50.65,294.16,54.42
2019-09-03,55.98,59.07,48.005,185.88,74.55,50.9427,50.53,292.51,54.87
2019-09-04,55.96,59.9,48.81,188.23,75.29,51.09,50.605,295.72,55.27
2019-09-05,55.65,60.28,49.36,191.51,76.78,50.93,50.4999,299.6,54.9231
2019-09-06,55.81,60.46,49.55,191.33,76.57,50.93,50.54,299.84,55.17
2019-09-09,55.6,60.6,49.69,192.9,77.7,50.82,50.45,299.93,55.12
2019-09-10,55.3932,60.69,49.7,194.04,78.69,50.6617,50.35,299.94,54.66
2019-09-11,55.3,61.08,50.09,196.64,80.26,50.64,50.35,302.05,54.8099
2019-09-12,55.43,61.42,50.45,196.52,80.25,50.5965,50.31,303.06,55.0
2019-09-13,55.15,61.77,50.7,196.68,80.41,50.4001,50.22,302.85,54.42
2019-09-16,55.28,61.26,50.31,196.84,80.67,50.5206,50.27,301.94,54.9701
2019-09-17,55.2763,61.4825,50.29,196.18,80.52,50.535,50.32,302.7,55.41
2019-09-18,55.4,61.38,50.09,195.75,80.01,50.55,50.33,302.9,55.26
2019-09-19,55.5,61.61,49.87,195.34,79.54,50.62,50.34,302.82,55.39
2019-09-20,55.6,61.43,49.92,194.65,79.25,50.6,50.3943,301.26,55.38
2019-09-23,55.72,61.29,50.03,195.12,79.33,50.745,50.45,301.4,55.5385
2019-09-24,55.85,61.11,49.48,192.08,78.08,50.84,50.52,297.6095,54.93
2019-09-25,55.745,60.94,49.44,194.33,79.08,50.7221,50.405,299.24,55.1355
2019-09-26,55.805,61.16,49.45,193.25,78.25,50.7321,50.44,298.63,55.62
2019-09-27,55.829,60.91,48.83,191.84,77.79,50.75,50.44,297.01,55.5271
2019-09-30,55.77,61.1,49.03,193.22,77.83,50.75,50.475,298.48,55.57
2019-10-01,55.64,60.57,48.76,189.55,76.3,50.73,50.44,294.86,55.02
2019-10-02,55.62,59.36,48.39,187.08,75.56,50.81,50.48,289.66,54.9
2019-10-03,55.755,59.76,48.99,188.17,75.67,50.9,50.605,292.01,55.43
2019-10-04,55.82,60.29,49.22,190.02,76.43,50.97,50.62,296.02,55.75
2019-10-07,55.76,60.185,48.78,189.03,76.33,50.8451,50.55,294.71,55.63
2019-10-08,55.81,59.59,48.46,185.77,75.03,50.925,50.59,290.17,55.36
2019-10-09,55.69,60.07,48.83,186.97,75.31,50.83,50.56,292.87,55.38
2019-10-10,55.42,60.43,49.31,188.13,75.46,50.71,50.47,294.87,55.4
2019-10-11,55.3,61.51,50.05,191.35,76.86,50.51,50.42,297.945,55.39
2019-10-14,55.4,61.28,49.88,190.6,76.65,50.66,50.43,297.69,55.42
2019-10-15,55.26,62.035,50.26,192.05,77.47,50.6512,50.405,300.6,55.5601
2019-10-16,55.265,62.09,50.41,191.88,77.67,50.67,50.44,300.09,55.64
2019-10-17,55.26,62.255,50.62,193.49,78.57,50.5957,50.44,300.91,55.81
2019-10-18,55.14,62.23,50.4,193.32,78.1,50.68,50.47,299.64,56.16
2019-10-21,54.99,62.6,50.905,194.44,78.82,50.5582,50.435,301.73,56.64
2019-10-22,55.19,62.41,50.97,194.36,79.05,50.6495,50.46,300.7,56.54
2019-10-23,55.185,62.72,50.985,194.56,79.24,50.65,50.46,301.54,56.7
2019-10-24,55.28,62.85,50.98,194.61,79.07,50.5626,50.475,302.09,56.7
2019-10-25,55.19,62.88,51.3,195.64,79.58,50.61,50.45,303.34,56.18
2019-10-28,55.0,63.16,51.62,196.77,80.305,50.55,50.42,305.01,55.96
2019-10-29,55.05,63.15,51.305,197.32,80.63,50.5933,50.38,304.91,56.06
2019-10-30,55.14,63.41,51.55,196.8,80.23,50.5564,50.44,305.85,56.46
2019-10-31,55.36,63.27,51.18,195.31,79.41,50.74,50.535,304.99,56.31
2019-11-01,55.24,63.84,51.95,198.17,80.64,50.64,50.4,307.92,56.31
2019-11-04,55.07,64.185,52.425,199.24,81.29,50.65,50.36,309.1,55.99
2019-11-05,54.95,64.0775,52.71,199.74,81.46,50.534,50.32,308.74,55.01
2019-11-06,55.04,64.03,52.545,198.88,81.06,50.5643,50.35,308.86,55.15
2019-11-07,54.73,64.245,52.91,199.19,81.27,50.316,50.255,309.97,54.54
2019-11-08,54.74,64.16,52.45,199.72,81.36,50.4244,50.25,310.67,54.38
2019-11-11,54.69,64.085,52.085,199.37,81.13,50.3168,50.26,310.13,54.48
2019-11-12,54.73,64.1,51.74,199.0,81.11,50.43,50.25,310.7,54.02
2019-11-13,54.88,63.88,51.375,198.62,80.67,50.48,50.305,310.82,54.475
2019-11-14,55.0,63.75,51.43,199.05,80.5,50.52,50.36,311.3,54.9
2019-11-15,54.95,64.14,51.83,200.04,80.91,50.58,50.36,313.59,55.17
2019-11-18,54.98,64.21,51.77,199.72,80.5629,50.65,50.35,313.76,55.44
2019-11-19,55.03,64.17,51.85,200.12,80.705,50.67,50.36,313.67,55.56
2019-11-20,55.07,63.76,51.595,199.51,80.27,50.67,50.41,312.54,55.39
2019-11-21,54.98,63.69,51.52,198.09,79.82,50.7065,50.388,312.07,54.61
2019-11-22,55.07,63.84,51.52,198.61,80.06,50.63,50.39,312.74,54.5741
2019-11-25,55.05,64.34,52.03,201.06,82.03,50.68,50.405,315.12,54.74
2019-11-26,55.1558,64.34,51.83,201.81,81.96,50.76,50.44,315.7805,55.4
2019-11-27,55.18,64.55,51.92,203.22,82.35,50.7081,50.415,317.25,55.72
2019-11-29,55.15,64.06,51.18,201.07,81.82,50.62,50.41,316.08,55.47
2019-12-02,54.8,63.76,51.15,199.68,80.895,50.4,50.29,313.39,54.63
2019-12-03,54.99,63.555,50.88,198.56,80.55,50.6421,50.38,311.24,54.9354
2019-12-04,54.96,64.16,51.28,200.2,81.2,50.65,50.34,313.23,55.12
2019-12-05,54.83,64.08,51.5,200.52,81.45,50.57,50.32,313.81,55.15
2019-12-06,54.81,64.64,51.77,202.48,82.6,50.5201,50.28,316.62,55.24
2019-12-09,54.885,64.33,51.56,201.59,82.38,50.5593,50.3,315.67,55.36
2019-12-10,54.87,64.37,51.71,201.45,82.36,50.5944,50.28,315.34,55.0906
2019-12-11,54.91,64.65,52.43,201.78,82.34,50.5661,50.3425,316.19,54.34
2019-12-12,54.825,65.08,53.325,203.99,83.24,50.57,50.28,318.96,53.52
2019-12-13,54.95,65.52,53.32,202.84,82.71,50.6,50.38,319.08,53.38
