28463.725,56927.45,113854.9,569274.5,1138549,3463.725,6927.45,13854.9,69274.5,138549
28410.5,56821,113642,568210,1136420,3410.5,6821,13642,68210,136420
28498.175,56996.35,113992.7,569963.5,1139927,3498.175,6996.35,13992.7,69963.5,139927
28548.775,57097.55,114195.1,570975.5,1141951,3548.775,7097.55,14195.1,70975.5,141951
28670.175,57340.35,114680.7,573403.5,1146807,3670.175,7340.35,14680.7,73403.5,146807
28748.025,57496.05,114992.1,574960.5,1149921,3748.025,7496.05,14992.1,74960.5,149921
28869.4,57738.8,115477.6,577388,1154776,3869.4,7738.8,15477.6,77388,154776
28827.525,57655.05,115310.1,576550.5,1153101,3827.525,7655.05,15310.1,76550.5,153101
28840.75,57681.5,115363,576815,1153630,3840.75,7681.5,15363,76815,153630
28866.7,57733.4,115466.8,577334,1154668,3866.7,7733.4,15466.8,77334,154668
28877.025,57754.05,115508.1,577540.5,1155081,3877.025,7754.05,15508.1,77540.5,155081
28911.3,57822.6,115645.2,578226,1156452,3911.3,7822.6,15645.2,78226,156452
28795.325,57590.65,115181.3,575906.5,1151813,3795.325,7590.65,15181.3,75906.5,151813
28855.525,57711.05,115422.1,577110.5,1154221,3855.525,7711.05,15422.1,77110.5,154221
28832.125,57664.25,115328.5,576642.5,1153285,3832.125,7664.25,15328.5,76642.5,153285
28822.75,57645.5,115291,576455,1152910,3822.75,7645.5,15291,76455,152910
28834.8,57669.6,115339.2,576696,1153392,3834.8,7669.6,15339.2,76696,153392
28806.575,57613.15,115226.3,576131.5,1152263,3806.575,7613.15,15226.3,76131.5,152263
